ISBN           Title                                    Ed  Author(s)                                     Year  Price   
0841385047918  Developing Python Security                5  Bob Patterson & Frank Lee                     1990   21.79
2604059883533  Secure Systems                            1  Bob Lee & Charlie Silberschatz                2003   76.87
5231316284586  Introduction to Database Principles       7  Charlie Kurose & Alice Tanenbaum              1992   83.03
2844278670705  Hardware Principles                       3  Gerry Quicksilver                             1993   65.84
8240891188101  Java Systems                              1  Jenny Tanenbaum                               2000   73.63
0430542019354  Web Principles                            7  Irene O'Reilly                                1994   37.79
6526920101493  Game Basics                               5  Eve Silberschatz                              2016   64.91
6294532306683  Diving into Java Systems                  6  Harry Tanenbaum & Irene Lee                   1998   84.15
6962392497540  Hacking Hardware Problems                 2  Bob Silberschatz & Alice O'Reilly             2018   77.83
9153160658565  Game Systems                              6  Irene Quicksilver                             1990   21.63
0920475900530  C++ Networks                              6  Gerry Kurose                                  2018   58.43
9708489186551  Hacking Java Security                     2  Charlie Quicksilver                           2015   85.03
2545498929020  Advanced Hardware Security                6  Frank Kurose                                  2016   34.24
9748193028097  Web Concepts                              6  Harry Silberschatz                            2018   42.69
2797158511349  C++ Basics                                5  Gerry Kurose                                  1997   75.32
8031109315384  Python Fundamentals                       4  David Tanenbaum & David Patterson             1996   74.53
1959896038195  Secure Principles                         9  Bob Miller & Irene Tanenbaum                  2018   92.96
7524980049201  Hacking Game Concepts                     9  Alice O'Reilly                                1990   91.58
4406402116382  Developing Web Concepts                   4  Bob Miller & Gerry Null                       2000   41.42
7184854241037  Mastering C++ Networks                    9  Eve Quicksilver                               1999   39.37
